0 345.23 386.05 2597.2
1 341.76 390.23 2741.1
2 340.78 391.04 4202.9
3 343.33 389.18 3108.6
4 345.3 391.8 3507.6
5 352.02 391.77 2692.7
6 349.12 396.78 3057.5
7 347.74 404.47 4303.4
8 349.87 400.84 3162.5
9 345.05 404.08 3507.3
10 339.51 405.27 2948.4
11 334.91 404.37 3357.1
12 333.5 403.95 4533.6
13 334.54 401.95 2649.4
14 333.99 395.17 3309.3
15 326.43 392.15 3477
16 325.53 391.36 3034.7
17 325.09 396.04 3209
18 322.44 395.07 3329.3
19 318.49 394.69 3788.3
20 317.05 394.26 3952.7
21 318.23 391.83 2397.4
22 319.05 386.68 2476.4
23 315.5 388.67 3523.2
24 312.32 384.89 2612.3
25 312.67 384.88 3327.3
26 314.17 383.02 3937.7
27 315.68 384.37 2729.7
28 311.29 385.05 3154.1
29 308.1 392.06 3248
30 311.86 394.97 2916.8
31 314.34 392.63 2280.1
32 312.52 384.96 3527.3
33 311.07 381.5 2439.2
34 307.35 382 3483
35 303.82 382.06 2621.8
36 304.75 382.66 2433.8
37 308.82 381.56 2440.4
38 307.44 376.32 3436.1
39 306.96 372.97 3472.5
40 304.53 375.36 3139.3
41 303.4 372.1 2992.9
42 297.41 369.32 2701.7
43 294.21 361.95 2572.6
44 298.76 358.69 4005.5
45 302.11 353.07 3420.7
46 305.71 352.31 1742.5
47 310.64 348.07 2850.3
48 311.07 348.94 2563.8
49 310.34 342.94 3322.4
50 314.64 337.67 2712.5
51 312.84 339.58 2874.3
52 306.1 337.35 2935.5
53 304.46 338.02 1976.2
54 305.46 342.98 2962.7
55 311.92 344.64 3145.3
56 315.5 342.79 3472.4
57 317.59 339.82 3024
58 312.77 336.42 3242.2
59 310.08 342.3 2542
60 312.16 340.83 3401.7
61 313.81 348.16 2021.5
62 316.29 348.91 3825.2
63 312.61 348.03 2763.7
64 312.68 343.7 2563.9
65 311.41 346.2 2729.4
66 312.06 344.12 2914.4
67 309.65 341.99 3325.8
68 308.81 338.01 2860.2
69 310.81 336.91 2789.2
70 311.95 333.42 4008.5
71 314.41 336.48 2841.3
72 316.04 338.7 3420.7
73 314.82 331.76 3373.7
74 317.59 330.89 2815.7
75 318.96 329.63 3260.5
76 313.79 323.47 3110.3
77 313.95 324.03 2737.8
78 312.59 322.93 2920
79 308.98 320.59 2909.2
80 304.59 313.78 2436.7
81 306.47 310.3 2895.3
82 308.31 315.86 2499.4
83 306.39 324.01 2713.4
84 304.06 323.07 3098.7
85 300.09 322.88 3285
86 303.02 323.92 2705.7
87 300.87 323.02 2949.6
88 301.3 320.29 3246.7
89 298.54 318.77 3552
90 297.9 320.55 2648.4
91 292.68 320.84 2612.7
92 294.23 319.47 2743.7
93 295.63 319.63 2710.2
94 300.92 316.6 2753.2
95 302.82 311.81 2319.8
96 305.8 311.71 3080.3
97 306.71 316.36 3456.7
98 306.28 316.99 2998.4
99 303.82 318.39 2467.3
