0 316.27 390.78 2703.3
1 316.15 392.54 3091.2
2 311.65 392.6 2365.3
3 309.34 392.49 3769
4 309.89 394.14 2575.2
5 309.02 392.79 2937.7
6 310.38 387.67 3264.9
7 312.16 387.26 2424.4
8 314.72 386.45 4906.9
9 316.51 384.32 3239.9
10 319.53 387.48 3083.8
11 315.49 392.39 3609.4
12 316.47 384.88 3387.8
13 317.15 381.19 3828
14 317.1 385.76 2440.8
15 316.9 386.15 3014.6
16 319.03 387.44 2810.7
17 321.51 382.12 2970.8
18 325.87 385.72 3488.3
19 325.74 385.98 2821.4
20 324.57 391.56 3661.1
21 321.76 396.41 3323.7
22 317.61 396.55 3247.4
23 317.79 399 3063
24 319.95 396.23 2749.9
25 317.31 396.67 4274.2
26 318.18 392.77 2491.8
27 321.97 389.46 2507.7
28 321 392.07 2268.9
29 324.68 394.73 2274
30 329.16 394.73 4870
31 328.1 391.24 3346.8
32 330.12 389.31 2815.1
33 332.68 388.23 2732.5
34 331.86 390.43 3035.7
35 331.97 384.6 2632.2
36 335.34 381.42 2362.1
37 340.29 381.76 3335.5
38 343.22 380.7 2557.8
39 345.34 381.17 2953.1
40 343.4 384.87 4001.6
41 343.01 387.69 3143.6
42 342.37 389.44 3463.5
43 337.25 390.58 4049.3
44 335 391.77 3038.6
45 333.61 390.94 2802.5
46 330.73 385.82 3082.7
47 330.51 381.59 2912.6
48 329.44 383.28 4045.2
49 326.7 379.8 2838.1
50 326.27 375.39 2623.8
51 324.61 372.83 2518.9
52 324.93 373.69 3428.4
53 324.84 371.99 3736.2
54 327.12 371.18 3094.5
55 332.16 376.2 2572.8
56 334.46 369.82 2278.9
57 333.76 366.63 2840.6
58 339.76 361.47 2883.9
59 338.08 355.75 3963.9
60 337.62 355.76 3673.4
61 339.63 355.42 2306.8
62 339.14 353.77 2217.5
63 336.16 357.27 4034.9
64 334.35 360.57 3472.8
65 331.1 361.95 2849.8
66 333.25 362.91 3122.1
67 333.01 358.86 2943.9
68 328.46 357.13 3018.5
69 329.71 358.83 3822.5
70 331.57 359.91 3049.2
71 330.43 363.55 3231.3
72 328.92 361.28 2321.9
73 329.33 359.69 2912.1
74 331.97 357.48 3086.1
75 339.35 358.02 3858.9
76 344.88 358.63 4036.8
77 345.52 357.92 4261.6
78 349.66 360.67 3456.9
79 348.38 363.62 3142
80 348.11 361.46 3168
81 349.19 363.32 2836.2
82 349.64 365.94 2853.8
83 352.28 367.41 2303
84 355.26 367.65 4493.2
85 356.58 366.93 2752.1
86 359.12 360.74 2470.3
87 359.31 357.5 2737.2
88 360.53 354.51 3776.8
89 362.08 355.35 2699.6
90 361.27 354.44 3887.4
91 365.91 354 2630.6
92 367.49 353.62 4436.1
93 365.53 354.92 2931.7
94 365.33 357.68 2645.9
95 371.28 359.91 3641.7
96 368.87 365.88 2330.1
97 366.96 366.74 2309.8
98 369.98 362.15 2478.7
99 370.99 361.81 2048.8
