0 26.347 103.1 2585.7
1 29 105.44 3356.3
2 24.792 105.68 3460.4
3 24.392 109.34 2829.7
4 16.11 112.62 2664.2
5 15.801 113.6 3982.9
6 16.84 113.8 2852.9
7 14.377 118.68 2868.5
8 14.575 120.14 2915.1
9 12.922 120.98 3805.3
10 13.952 124.32 2269.5
11 14.675 121.83 3249.2
12 14.415 121.45 2905.4
13 17.085 120.69 3628.1
14 17.255 116.95 3770.6
15 23.359 113.94 2941.1
16 30.025 114.02 2983.3
17 26.612 113.27 2518
18 28.591 113.68 2540.8
19 28.88 110.46 2782.9
20 27.036 107.98 4291.6
21 27.904 106.64 3690.9
22 23.273 109.69 3281.2
23 17.606 108.24 2852.6
24 11.439 104.8 3129.3
25 11.258 105.63 2392.7
26 11.434 105.34 2935.1
