0 356.01 198.44 3369.7
1 352.9 197.29 2999.4
2 350.02 193.61 4179.7
3 348.08 190.68 3732.2
4 344.31 191.08 2845.7
5 343.31 186.44 3086
6 343.89 181.81 3034.2
7 343.18 180.97 3241.2
8 339.8 181.06 2608.1
9 336.28 182.15 3136
10 336.71 179.86 3526.8
11 335.07 176.89 3322.3
12 332.65 174.06 2405.2
13 331.35 176.01 2178.6
14 331.41 176.8 2891.6
15 327.76 172.47 3733.6
16 322.78 172.27 2541.2
17 319.12 174.46 2882.2
18 318 176.51 3299.5
19 313.21 181.24 3332
20 314.95 185.82 2714.9
21 318.23 192.32 4434.2
22 320.27 193.58 3142.7
23 323.8 196.67 3017
24 322.76 201.53 3296.3
25 323.58 204.6 1965.8
26 322.05 203.36 3022
27 323.35 200.76 4011
28 323.4 204.73 3157.6
29 324.15 211.52 2933.4
30 325.06 209.35 2924
31 331.23 207.08 2711.4
32 334.58 211.29 3733
33 327.12 212.25 2454.1
34 325.67 209.77 3679.5
35 326.97 209.55 2896.6
36 328.16 208.44 3600
37 324.4 214.1 3343.2
38 323.13 215.1 2543.5
39 321.59 203.15 2413.6
40 319.46 191.45 2859
41 320.52 191.59 2137.2
42 320.51 192.48 2581.3
43 318.19 196.85 3797.4
44 322.43 203.59 3668.4
45 319.92 207.45 3893.2
46 317.6 213.2 2648.4
47 315.66 215.01 2475.6
48 317.16 215.32 2585.5
49 320.86 214.56 3001.8
50 323.27 213.37 3021.3
51 320.64 212.05 2897.5
52 326.59 217.01 2881.5
53 326.03 221.06 2926.7
54 327.77 223.96 2549.4
55 322.94 227.16 3812.2
56 321.65 230.7 2371.4
57 324.21 236.94 2767.2
58 319.51 238.86 2503
59 320.24 240.61 4568.1
60 325.83 244.01 2099.4
61 320.36 246.69 2868.3
62 324.06 248.57 2451.7
63 327.21 245.24 2827.9
64 328.32 242.33 3262
65 331.36 247.96 2769.3
66 335.09 251.29 3647.8
67 329.61 255.48 2860
68 329.75 257.57 3106.2
69 332.03 257.09 2857.5
70 330.21 259.27 2452.5
71 323.24 254.15 2748.6
72 316.7 250.76 2477
73 316.72 249.56 2508.7
74 316.86 249.12 2961.5
75 317.14 250.54 2636.1
76 314.23 253.57 2596.1
77 308.86 256.35 2721.4
78 310.09 254.61 2376.4
79 310.82 254.38 3988.7
80 312 257.04 2796.7
81 316.47 259.54 3182
82 319.13 262.84 3806.5
83 316.52 264.33 2668.4
84 317.38 264.03 3261.4
85 318.64 266.33 3321
86 312.21 266.27 2872.7
87 313.7 263.06 2942.9
88 312.51 259.78 2484.2
89 316.55 260 2696.7
90 311.58 255 3156
91 317.24 246.24 2296.9
92 326.9 240.73 2607.7
93 330.05 244.17 3417.4
94 333.83 241.09 2911.3
95 338.13 239.53 2489.2
96 339.63 243.17 2587
97 332.52 245.33 2485.5
98 336.7 248.86 3023.4
99 338.8 248.62 2433.5
