0 422.04 81.354 3000.9
1 422.48 83.867 3708.1
2 422.13 87.65 3774.9
3 421.26 87.929 3234.4
4 425.38 90.048 2799.8
5 419.67 89.148 2982.4
6 414.38 85.676 3072
7 412.67 81.739 2565.5
8 409.89 76.136 2134.5
9 406.85 72.721 3349.9
10 399.94 71.013 3036.4
11 394.04 70.106 3137.1
12 391.21 65.354 3161
13 387.96 64.922 2205.2
14 385.27 68.344 2669.5
15 377.02 69.974 4566.1
16 369.18 78.193 2585.8
17 368.09 77.854 3583
18 369.15 77.867 2804
19 367.83 84.136 3060.7
20 370.62 86.56 3571
21 372.94 87.097 2566.1
22 381.18 82.864 4118
23 384.77 79.259 3580.9
24 381.75 80.328 2865.6
25 385.44 78.753 3113.2
26 390.25 81.392 2829
27 392.78 79.407 3656.3
28 392.85 81.533 3138
29 391.45 82.114 3931.3
30 389.81 81.335 2677.1
31 390.25 79.245 2801.5
32 392.78 77.958 3137.2
33 392.75 74.175 2578.7
34 394.22 72.978 2469.6
35 392.85 75.955 3884.4
36 392.28 81.359 2585.5
37 391.1 87.035 3811.6
38 393.24 88.22 2236.2
39 394.84 89.806 3113
40 396.38 93.135 2952.3
41 397.51 92.304 2777.7
42 393.04 87.625 2964.7
43 388.45 87.432 2905.3
44 393.15 84.071 3561.1
45 390.5 79.301 3478.9
46 389.19 82.207 3350.2
47 392.89 84.316 3147.3
48 393.73 82.816 2792
49 393.3 81.347 2893.2
50 390.74 79.36 3212.1
51 387.62 85.085 3344.1
52 389.33 90.322 3709.1
53 389.26 91.038 2407.4
54 384.08 94.13 3210.2
55 380.83 96.099 3090.8
56 370.71 95.016 2612.5
57 367.77 94.082 3224.4
58 364.33 90.434 2917.7
59 362.23 87.547 3552.7
60 356.99 79.616 3395.8
61 357.76 76.549 2876.7
62 354.59 78.101 2660.2
63 353.63 74.989 3756.7
64 354.29 77.461 2819.4
65 356.15 75.811 2697.9
66 352.49 74.957 2885.1
67 352.01 80.213 3931.1
68 354.25 78.315 2827.3
69 356.24 83.436 2316.6
70 350.77 85.398 2643
71 351.2 81.427 3115.5
72 353.07 79.589 2382.7
73 349.07 81.377 3427.6
74 345.24 82.813 3663.6
75 344.97 83.458 2714
76 343.57 79.6 4434.2
77 342.93 82.239 2581.4
78 342.14 85.925 2478.9
79 340.42 90.237 2777.7
80 336.9 91.607 2623.1
81 335.3 88.667 3113.7
82 331.74 86.119 2590.6
83 334.38 87.537 2268.3
84 338.48 85.623 2264.7
85 336.34 89.221 3678.9
86 334.01 84.171 2778.5
87 335.19 74.027 3028.4
88 336.26 70.028 2561.6
89 335.48 70.295 1965.8
90 334.89 67.829 2746
91 337.76 65.578 2674.7
92 333.04 60.415 2816.4
93 332.18 54.323 3167.4
94 330.06 51.56 2059.8
95 337.39 48.327 2815.3
96 341.57 47.744 2251.2
97 339.97 49.155 3192.8
98 333.45 49.251 3828.7
99 326.63 49.425 4020.6
